Script Name,Character Names
Kingdom_ The.txt,"COLONEL AL-GHAZI (O.C.), THE SON, DAMON SCHMIDT, LITTLE BOY, LEAVITT (CONT'D), PITCHER, ADAM   LEAVITT, DRIVER, SYKES (CONT'D), ADAM..., SANG OFFICER, SCHMIDT   (CONT'D), OLD VOICE (O.C.), ADAM LEAVIIT, EARL, FRAN (O.S.), ADAM LEAVITT, KEVIN FLEURY, KEVIN FLEURY (O.S.), SCHMIDT, FLEURY (O.C.), AGENT #1, GENERAL ABDUL-MALIK, GIDEON YOUNG, PRINCE THAMER, GRANT SYKES, NASSAR, POLICE OFFICER, HAYTHAM'S FATHER (CONT'D), FLEURY'S POV:, VOICE (O.S.) (CONT'D), AL-GHAZI (CONT'D), JANET, GENERAL ABDUL MALIK, PRINCE THAMER (CONT'D), HAYTHAM'S FATHER, MERCEDES DRIVER, FRAN MANNER (O.S.), PILOT #1, SCHMIDT (CONT'D), PRINCE BIN KHALED, MARICELLA CANAVESIO, ADAM?!, JANET MAYES, MISS ROSS, COLONEL AL-GHAZI (CONT'D), AARON JACKSON, SERGEANT HAYTHAM, RONALD FLEURY (CONT'D), SERGEANT HAYTHAM (CONT'D), DIRECTOR GRACE, JANINE, GRANDFATHER, MATTHEW MICHAEL CARNAHAN, LEAVITT, WATCHING OFFICER, REX BURR, FRANCIS MANNER, VOICE (O.C.), HAYTHAM, JANINE RIPON, ELAINE FLOWERS, GRANDFATHER (O.C.), COLONEL AL-GHAZI (O.C.) (CONT'D), WHITE MAN, GENERAL ABDUL-MALIK (CONT'D), SYKES, GRANDSON, PRINCE BIN KHALED (CONT'D), LU LU, DIRECTOR GRACE (CONT'D), BBC REPORTER, LYLA FLEURY (CONT'D), ADAM LEAVITT (CONT'D), GRANT SYKES (CONT'D), AARON JACKSON (CONT'D), VOICE (O.S.), MADDY, GLENDA, GIDEON YOUNG (CONT'D), GENERAL ADBUL-MALIK, CNN REPORTER, SPECIAL FORCES OFFICER, MICK, COLONEL AL-GHAZI, PASSPORT OFFICER, PASSPORT OFFICER (O.C.), ELLIS LEACH, FLEURY, LYLA FLEURY, RONALD FLEURY, JANET MAYES (CONT'D), DAMON SCHMIDT (CONT'D), AL-GHAZI, FLEURY (CONT'D), KEVIN, JANET MAYES (ALT: RONALD FLEURY), KEVIN FLEURY (CONT'D)"
Kiss of the Spider Woman.txt,
Klute.txt,"BREE, KLUTE, MRS. VASEK, CABLE, STREIGER, SUGARMAN, ARLYN, FABER, HOLLY, TRASK, MAN, DIRECTOR, AGENT, TRINA, SECRETARY, SECOND GIRL, FRANK, BERGER, RECEPTIONIST, FOREMAN, NATHAN, CUSTODIAN, PROPRIETRESS, SPENCE, SPANGLER, LELA, ROSS, PIMP, JANIE DALE, AZURE, PAT, MOMMA REESE, JANG, GIRL"
Knocked Up.txt,"BEN, JONAH, MARTIN, FEMALE DOCTOR, YOUNG DOCTOR, PETE, STEVE MARTIN, DR. HOWARD, STEVE CARELL, JACK, JAMES FRANCO, BRENT, SADIE, BOSS, SAMUEL, DR. HOWARD, DOORMAN, CHARLOTTE, SAMUEL, FEMALE NURSE, MARTIN, JAY, DEBBIE, ALISON, JODI, JILL, MARIA, DR. KUNI, RYAN SEACREST, DR. ANGELO, JESSICA ALBA, BETTY, DOORMAN, WARDROBE LADY, JONAH, JASON, HARRIS, GIRL #1, DEBBIE, JAY, EVA MENDES, GIRL #2, ALISON, DR. PELLAGRINO, DR. HOWARD'S NURSE, DR. PELLAGRINO'S NURSE"
Kramer vs Kramer.txt,"SURGEON, ALVAREZ, SPENCER, BILLY, GRESSEN, JOANNA, YOUNG MAN, MRS. KLINE, TED, THELMA, WAITER, MURRAY, TEACHER (BARBARA), O'CONNOR, PHYLLIS, JUDGE, CLERK, INTERVIEWER, ACKERMAN, MAITRE D'HOTEL"
Kundun.txt,"LORD CHMBERLAIN, SERVANT, DALAI LAMA, REGENT TAKTRA, LAMA, TENZIN GYATSO (OC), KUNDUN, RETING RINPOCHE, BOY (VO), TEACHER, TARSTER RINPOCHE, MOTHER (OC), NECHUNG ORACLE, LORD CHANBERLAIN, KHAMBA BODYGUARD, LORD CPIAMBERLAIN, SOLDIER, GENERAL CHIANG-WU, FIRST LEADER, GENERAL CHIANG (OC), ACTOR IN MOVIE, TAKSTER RINPOCHE, LING RINPOCHE, KEUSTANG RINPOCHE, LAYMAN, LUKHANGWA, NOBLE BOY, PRIME MINISTER LUKHANGWA, OLD WOMAN, TAKTRA RINPOCHE (OC), LORD CHAMBBERLAIN, GENERAL CHIANG CHIN-WU, LAYMAN (OC), FATHER, RADIO VOICE (VO), LORD CHAABERLAIN, MAO TSE TUNG, GENERAL CHIANG, THE ATTENDANTS, TIBETAN WOMAN, LORD CHAMBEPIAIN, WOMEN AND MEN (OC), MAN (OC), MOTHER, LOBSANG SAMTEN, NORBU THUNDRUP, TAKTRA RINPOCHE, ORACLE, TENZIN GYATSO AND OTHERS, MUSLIM MAN, ATTENDANT, TENZIN GYATSO (VO), LORD CHAMBERLAIN (OC), LORD CHAMBERLAIN, KASHAG MEMBERR, LOBSANG, WOMEN (OC), CHINESE GOVERNOR, LHAMO, MONK, BODYGUARD, VOICE IN BACK OF ROOM (OC), WOMAN (VO), MONKS, NORBU THUNDRUP (OC), KASHAG MEMBER, LOBSANG TASHI, MASTER OF THE ROBE, QUESTIONER"
Kung Fu Panda.txt,"PO'S DAD, RHINO GUARD #1, TAI LUNG, GANG BOSS, GRATEFUL BUNNY, FURIOUS FIVE, TIGRESS, PIG FAN, MANTIS, GATOR, TIGRESS (V.O.), SHIFU (O.S.), VIPER, SHIFU, ANGRY PATRON, SMITTEN BUNNY, NARRATOR (V.O.), OOGWAY, DISGUSTED PATRON, MANTIS, OOGWAY, ZENG, PO'S DAD, COMMANDER, SHIFU, TIGRESS, ANNOUNCER, MONKEY, WARRIOR, BUNNY FAN #1, BUNNY FAN #2, PO, CRANE, NINJA CAT, ZENG"
LEGO Movie_ The.txt,"DOCTOR, TEEN BLACK FALCON, FOREMAN, FINN AND TED, TED, BARRISTA (O.S.), NARRATOR, DUPLO, FINN, NINJA (O.S.), ASSISTANT, THE BLACK FALCON (O.C.), ""DAD"", DAUGHTER, EMMET TED, RADIO DJ, DAD, TV ANCHOR, TED (CONT'D), EMMET (O.S.), BLACK FALCON, POLICEMAN, MECHABIRD, OTHER COFFEE GUY, HOBBIT, VITRUVIUS, NECKBEARD, BATMAN, NINJA #1, VOICE (O.S.), CONVICT, BENNY, ASSISTANT (O.S.), POLICE CHIEF, KID, LUCY (V.O.), NECKBEARD (V.O.), BLACK FALCON (O.S.), TEEN DORIS, MOM, POLICEMAN'S PARTNER, GEMINI, INDY, VITRUVIUS (V.O.), ROBONINJA, THE BLACK FALCON, BATMAN (V.O.), LUNCH CONSUMER, LUNCH CONSUMERS, LESS OLD VITRUVIUS, LARRY, ANOTHER LUNCHER, BAD COP, THE BLACK FALCON (O.S.), KING KARL, HAN SOLO, BAD ART TEACHER, ROBOSKELETON, KRAV M'GA (V.O.), R2D2, BARRISTA, CREATURE, MECHA-BIRD, EMMET, FATHER, DORIS, SON, DISPATCHER (OVER RADIO), SERVICE NINJA, LUCY, EMMET (V.O.), ROBOVIKING, CHEWBACCA"
L_A_ Confidential.txt,
La La Land.txt,"ALEXIS, MIA'S DAD, PHOTOGRAPHER, ASSISTANT #2, MIA (O.S.), FIANCEE, MIA (O.S.), TRACY (O.S.), NEW MANAGER, CARLO, GREG (CONT'D), DIRECTOR (O.S.), EMPLOYEE, HARRY, LAURA (CONT'D), DAVID (CONT'D), KEITH (CONT'D), CHELSEA, GREG (O.S.) (CONT'D), ASSISTANT, MIA'S MOM (O.S.), CARLO                           TRACY, KEITH                           MIA, KEITH (O.S.), JOSH, SEBASTIAN (CONT'D), SEBASTIAN                        MIA, TRACY, AUDIENCE MEMBER #1 (O.S.), JOSH (CONT'D), DIRECTOR, P.A., PHOTOGRAPHER (CONT'D), ALEXIS (CONT'D), SEBASTIAN, CASTING DIRECTOR, SINGER, SEBASTIAN                          COLE, DAVID, A.D. (O.S.), ALEXIS (O.S.), LAURA, SPRING, BOSS, DRUMMER, AMY BRANDT (CONT'D), CUSTOMER #1, KEITH, SAXOPHONIST, SUMMER, READER (O.S.), WOMAN, FRANK, WINTER, MIA (CONT'D), CAITLIN, TRACY (CONT'D), CUSTOMER, AMY BRANDT, CUSTOMER #1 (CONT'D), MANAGER, MIA'S MOM                            MIA, WAITRESS, SINGER (CONT'D), AUDIENCE MEMBER #2 (O.S.), CARLO (CONT'D), MIA, GREG, CASTING DIRECTOR (CONT'D), AMY BRANDT                       MIA, WOMAN #2 (O.S.), TRACY (CONT'D)                        MIA"
Labor of Love.txt,"YOUNG MAURICE, C.B./NEBRASKA POLICE, FATHER, REPORTER, TV ANCHOR 2 (V.O.), JANIS, MACHINE (ELLEN'S VOICE), SERGEANT DALLY, NEWTON, POLICE OFFICER, JOSELLE, RADIO D.J. 2 (V.O.), NURSE, PRIEST, CLIVE, YOUNG MAN, THE MOTHER, ADELLE, OFFICER GREY, KRIS, BOY, DRIVER, HOMELESS MAN, OLD WOMAN, OFFICER (ON PHONE), TED, WIL, TV ANCHOR 4 (V.O.), NURSE (O.S.), OFFICE, CASHIER, ELLEN, RADIO ROOM, TV ANCHOR 5, HANSEN, OFFICER DANA, MICHELLE, DAWSON, DRIVER (O.S.), FRANK, MRS. CALDWELL, ISAAC, YOUNG ELLEN, CARL, BOY 2, TV ANCHOR (V.O.), CLERK, DR. RAY, KLEIN, RADIO D.J. (V.O.), SERGEANT EMORY, TANDY, OFFICER GANTZ, MAURICE, FEMALE DOCTOR, TV ANCHOR 3 (V.O.), GREY, WOMAN, TV ANCHOR, OFFICER, GANTZ, OVERWEIGHT WOMAN, GERALD, DENNY, DAWSON (V.O.), FATHER BERCHMAN, MR. CALDWELL, AMMIE, STEPHANIE, HEAD NURSE, SETH, ANGELO, DENNY., BOY (O.S.), JUAN, DR. ROYCE, OFFICER PIERCE, EMORY, DALLY"
Labyrinth.txt,"BABY., FACE., FAIRY., DOG., SARAH., SARAH'S POV, JARETH'S POV"
Ladykillers_ The.txt,"VIETNAMESE WOMAN, THE GENERAL, WEEMACK, MRS. MUNSON, BLACK, SHERIFF WYNER, BROTHER, ROSALIE, LADY, GUDGE, ELRON, LUMP, PANCAKE, PREACHER, GENERAL, YOUTH #2, WOMAN #1, GAWAIN, DORR, DEPUTY, SHERIFF, MOUNTAIN GIRL, MAMA, MOUNTAIN GIRL"
Lake Placid.txt,"TOMMY, TOM, KELLY, JACK, MYRA OKUBO, STEVENS, KEOUGH, HECTOR, BICKERMAN, DANNY, WALT, JANINE, GARE, OKUBO, BURKE, DANIELS, KEVIN, STEVE, PARAMEDIC"
Land of the Dead.txt,"RILEY, TROOPER, SURVIVING SECURITY GUARD, YOUNG MAN, RILEY, GUS, CHARLIE, PRETTY BOY, FOXY, STYLES, KAUFMAN, WOMAN, NNOUNCER, NEWSCASTER, HARLIE, KAUFMAN, DEPOT GUARD, BITTEN SECURITY GUARD, OBO, SLACK, BARRETT, MILITARY MAN, SECOND NEWSCASTER, KNIPP, AUFMAN, BRIAN, GOON, SILHOUETTED MAN, CHOLO, SLACK, SECOND NEWSCASTER, ILITARY WOMAN, MANOLETE, UTHERLAND, IKE, GUERILLA, MOUSE, ECURITY GUARD, CHARLIE, LACK, HOLO, AUFMAN, HOLO, GUERILLA, CHOLO, ANNOUNCER, PILLSBURY, POLICEMAN, SCAR, MULLIGAN, KNIPP, LIFF, BRUISER, SUTHERLAND, TOUT, ANCHOR, CLIFF, MIKE, THIRD NEWSCASTER, ILHOUETTED MAN, LACK, OXY, GUNNER, PRETTY BOY, CHIHUAHUA, THIRD NEWSCASTER, GREASY MAN, FOXY, NIPP, HIHUAHUA, RILEY, CHOLO, ANNOUNCER, TEAHOUSE, SECURITY GUARD, POLICEMAN, MIKE, GUERILLA"
Larry Crowne.txt,"MERCY, LAURIE GAMMELGAARD, DOROTHY GENKOS, DELL GORDO, DEAN TAINOT, PERRY, LARRY CROWNE, LAURIE GAMMELGAARD, DELL GORDO, MERCEDES TAINOT, STAN, MACK, TEAM LEADER #1, STRANG, BUSIK, FRANCES TAYLOR-BRIEGH, LARRY CROWNE, DENISE, DR. MATSUTANI, FRANCES TAYLOR-BRIEGH, DIBIASI, LAMARR, BUSIK, TALIA AND LARRY, COX, DR. MATSUTANI, STRANG, RAUL, COX, KITCHEN FRANCES TAYLOR-BRIEGH, MOMMY, PIZZA KID, TALIA, CHEF AMOS, PINEDO, MS. PINEDO, MR. PATTERSON, TEAM LEADER #4, HURLEY, TONY, ALVAREZ, DIBIASI, VASQUEZ, RIDER, MERCEDES TAINOT, LARRY, MERCEDES TAINOT, DEAN TAINOT, FRANCES TAYLOR-BRIEGH, CALIMERIS, RAUL, PATIENCE, ANDREWS, SCOOTER HAIR STYLIST, JANET, VASQUEZ, PERRY, DELL GORDO, LAMARR"
Last Boy Scout_ The.txt,"CONRAD MARCON, JANIS, COLE, MANAGER, SARAH, JIMMY AND JOE, CORY, BAYNARD, AIDE, CHET, EMCEE (BEANPOLE), RAY (MAN), HARP, SENATOR CALVIN BAYNARD, DARIAN, DARIAN HALLENBECK, GOON, HITMAN #1, CRAG-FACE (HITMAN #2), CREW MEMBER, PLAYER, SENATOR, CRAG-FACE, ENSIGN, BESSALO, STRANGE MAN, JIMMY'S BOAT, DARIAN (O.S.), EMCEE, SARAH HALLENBECK, PRETTY GIRL, MALE (V.O.), MILLER, RAY, PABLO, JOE HALLENBECK, PATROLMAN, CREWMAN, FISHERMAN, MILO (MAN), NEIGHBOR, ANNOUNCER, LOUIS BAYNARD, MILO, JIMMY, BILLY COLE, MAN, HITMAN #2, JIMMY (YOUNG MAN), POLICE, UNIFORM COP, HALLENBECK, HENRY, GIRL, JIMMY DIX, KID #1, CO-PILOT, HITMAN #3"
Last Chance Harvey.txt,"PORTER, PETE, EVERYONE, DOCTOR, JEAN, MELISSA, OONAGH, BARRY, MIKE, SOMEONE IN THE CROWD, ANDREW, JOHNNIE, UNCLE FRED, RECEPTIONIST, STEWARD, MATT, SIMON, POSTMAN, MARVIN, KATE, JFK., WAITING PASSENGER, JOSH, HARVEY, SUSAN, CONGREGATION, SCOTT, WAITER, JILL, PADDY, MAGGIE, CONCIERGE, HARVEY, SUSAN, MAGGIE, HARVEY, STEWARDESS, PETE/JOSH, WOMAN, TAXI DRIVER, BAR MAN, KATE, GIRL, MARVIN, GWEN, AGGIE, STEWARD #2, BRIAN, YOUNG AFRICAN MAN, ELDERLY MAN"
Last Flight_ The.txt,"BILL, JEAN, SHEP, FRINK, FRANCIS, AIDE, PEDRO, DOCTOR, FRINK, SHEP, FRANCIS, WOMAN, WAITER, NIKKI, BARTENDER, CARY, SHEP"
Last Samurai_ The.txt,"GANT, SECRETARY, KATSUMOTO, CURIOUS GUARDS., AMBASSJ\DOR SW ANBECK, WINCHESTER REP (V.O.), GRAHAM ., GRAHAM, DAVEY, KATSMUOTO, ALGREN, GANT (V .O.), EMPEROR, AMBASSADOR SWANDECK, YOSHITAKA/GRAHAM, YOSHITAKA, YORITOMO, WAIT!, KATSUMOTO (O.S.), BAGLEY, ALGREN (V.O.), YORITOMO, ALGREN/TRANSLA TOR, AMBASSADOR SWANBECK, HIGEN, CLERK, OMURA, TAKA, KATSUMO, EMPEROR/TRANSLATOR, KATSUM OTO, KA TSUMOTO, YOSHITAKA/ GRAHAM, GRAHAM (V.O.), WINCHESTER REP, ALGREN AND KATSUMOTO, ALGREN., SAKE!, AMDASSADOR SW ANBECK, .                     ALGREN, VILLAGE, OMURA (CONT'D), UJIO, HAGLEY"
Last Station_ The.txt,"REPORTER, TOLSTOY, CHERTKOV (O.S.), ROSSOLIMO, SOFY, SERGEYENKO, PEASANT, SOFYA (O.S.), SOFYA, SASHA, MASHA, TOLSTOY (V.O.), IVAN, SOFIA, SASHA (O.S.), JOURNALIST, ANDREY, VALENTIN (O.S.), CONDUCTOR, VALENTIN, CHERTKOV, DUSHAN, VALENITN, DUSHAN!!!"
Last Tango in Paris.txt,"PAUL, TOM, JEANNE, MARCEL, PRESIDENT, ROSA'S MOTHER, JOHN, CATHERINE, OLYMPIA, CONCIERGE, PROSTITUTE"
Last of the Mohicans_ The.txt,"UNCAS, HAWKEYE, CORA, HEYWARD, WEBB, AMBROSE, HENRI, MUNRO, ALICE, PHELPS, MAGUA, CAMERON, IAN, JESUIT, MARTIN, JACK, JAMES, BOUGAINVILLE, COLONEL MUNRO, CHINGACHGOOK, MONTCALM"
Law Abiding Citizen.txt,"FIELD AGENT, LAW-ABIDING CITIZEN, SECRETARY, NICK, SARAH (V.O.), SARAH, CLYDE, SPECIAL AGENT SAM DAVIES, NICK PRICE, DUNNIGAN, TAC LEADER, CONVICT, FEMALE VOICE, VOICE ON PHONE, FBI FORENSIC, LASZLO, VOICE #1 (V.O.), EMMA, DAVIES, WAITER, COP #1, VOICE, SECURITY GUARD, CLYDE, DUNNIGAN (O.S.), CANTRELL, DWIGHT, NICK, FORENSIC TECH, SARAH, REYNOLDS, BENSON CLYDE, OPERATOR (V.O.), OFF, PLEASE?, DUNNIGAN, SARAH, BOMB EXPERT, SARAH, IGER, FLEMING, CANTRELL (O.S.), COP, NICK, DAVIES, MAYOR, CLYDE, I'LL BE IN MY OFFICE! PLEASE CALL, NICK, SWAT CAPTAIN, MEDIC! I NEED A MEDIC!, RUPERT, NICK (CONT'D), KELL, DUNNIGAN, SWAT TROOPS, GARZA, SOMEBODY LAID A BED OF STONES AND, VOICE ON RADIO, SPOOK, CLYDE (O.S.), P.A. VOICE, OBSERVATION AREA, VOICE #2 (V.O.), MAYOR, DARBY, CANTRELL, COP VOICE, REYNOLDS, VOICE #3 (V.O.), FADE TO BLACK, CITY DIRECT, FINAL CALL..., CANTRELL, REYNOLDS, NICK (O.S.), CONVICT, TECH #1, VOICE #4 (V.O.), WE'LL ADVISE YOU IN THE AIR!, ROYCE, SPOOK (O.S.), 911 OPERATOR, M.C., GARZA (O.S.), LOCATION?, REPORTER, TEAM LEADER, NEWSCASTER (V.O.), JUDGE BURCH, GARZA, CLYDE (V.O.), JUDGE BURCH, YOUNG COP, WILL DO!, DUNNIGAN, INNER ROOM, TECH #2, JAMESON, GUARD, NICK'S POV, SUSPECT SAYS NEW JERSEY! ACROSS THE, BOMB EXPERT, DUNNIGAN, STAY DOWN!, SERGEANT, INNER ROOM, WARDEN IGER, REYNOLDS, SARAH (V.O.), NICK PRICE, NICK"
Le Diable par la Queue.txt,"JEANNE, LE GENDARME, DIANE, AMELIE, FILLE PASSEREAU, MARQUISE, LE COMMISSAIRE, FILS PASSEREAU, GEORGES, COQUIN :, M. PATIN, SCHWARTZ, CHARLIE, UN GENDARME, VOIX DE LOUVANSKI, JEAN-JACQUES, CESAR, MARTIAL, LA MARQUISE, L'OFFICIER, UN COMMIS, COOKIE, MAX, MME PASSEREAU, SCHWARZ, M. PASSEREAU"
Leaving Las Vegas.txt,"STETSON MAN, HOSTESS, BEN, BIKER GIRL, HISPANIC GIRL, MANAGER, VOICE, BLACK DRIVER, MAN, OTHER COLLEGE BOY, WAITRESS, BIKER, DESK CLERK, OTHER VOICE, SECURITY GUARD, BARMAN, BLONDE, BRAD, FIRST BUSINESSMAN, CONVENTIONEER, TALLEST COLLEGE BOY, CAB DRIVER, BANK GIRL, SERA, SIMPSON, WOMAN, SECOND BUSINESSMAN, NEIGHBOR, WIFE, YURI, GIRL, BARTENDER, LANDLADY, PETER, PRETTY WOMAN, HUSBAND, SMALLEST COLLEGE BOY, MARC, WEIRD WOMAN, DESK-CLERK"
Legally Blonde.txt,"SA RAH, EMM E T T, ELLE, EM ME TT, SARAH, ELLE, DANIEL (O.S.), EL LE (CONT'D), DORKY DAVID (CONT'D), BROOKE, DONOVAN, MAURICE, PROFESSOR DONOVAN (CONT'D), MARGOT, BOBBY, BR OOKE, UPS GUY (CONT'D), DANIEL (CONT'D), WA R N ER, DONOVAN, MRS. WINDHAM VANDERMARK, LECTURER (V.O.), MARGOT, BROOKE, EMMETT (CONT'D), PAULETTE, C HU TN E Y, M R S. WINDHAM VANDERMARK, PAULETTE (CONT'D), WARNER, SAPPHIRE, EVERYONE, CHUCK, WA RN ER, DICK, REPORTER #2 ON TV, FRESHMAN GIRL, ASSISTANT, ELLE, PAULETTE, DONOVAN (CONT'D), SALESWOMAN, CHUTNEY, AMISSIONS GUY #1, GRANT, ELL E, GERARD, ENRIQUE, ELLE (V.O.), B ROO KE, SERENA, MARGOT, MARGOT (CONT'D), ADVISOR, P R O FE S SO R DONOVAN, AMY, WARNER, SERENA, DEWEY, AMISSIONS GUY #1, ELLE (CONT''D), ELLE, SARAH (CONT'D), UPS GUY (CONT'D), LEGALLY BLONDE, PROFESSOR STROMWELL (CONT'D), ARROGANT AARON, ADMISSIONS GUY #1, UPS GUY (O.S.), IVAN, S ER EN A, WARNER, DORKY DAVID, PROFESSOR STROMWELL, 1L, SARAH, PROFESSOR DONOVAN, PAUL ETTE, ELLE (O.S.), SERENA, BROOKE (CONT'D), EVERYONE (CONT'D), NERVOUS 1L GIRL, REPORTER, SERENA AND MARGOT, UPS GUY, MRS . WINDHAM VANDERMARK, WARNER (CONT'D), ELLE (CONT'D), ANOTHER CLIENT, ELLE (CONT'D), ELLE, DORKY DAVID, DEWEY, ENRIQUE, ADMISSIONS GUY #2, JUDGE, ENRIQUE (CONT'D), ARROGANT AARON, EMMETT, PAULETTE, ELLE, EMMETT, ANOTHER GIRL, PROFESSOR DONQVAN, E LL E., GUARD, PAULETTE, EMMETT, ELLE, ENID (CONT'D), ELLE, SER EN A, DA JOYCE RAFFERTY (O.S.), ELLE, HAIR CLIENT, UPS GUY, SERENA, DA JOYCE RAFFERTY, ELLE, ENRIQUE, DANIEL, WARNER (O.S.), ADMISSIONS GUY #3, TV SOAP STUD, ELLE, DA JOYCE RAFFERTY, WARNER"
Legend.txt,"LUNA., DARKNESS, TIC, CRASH., SLURP."
Legion.txt,"MICHAEL, GLADYS, BOB, CLARENCE (ON TV), JIMMY STEWART (V.O.), GABRIEL, SANDRA, AUDREY (O.S.), KYLE, CHARLIE'S VOICE (CONT'D), YOUNG BOY, AUDREY, CHARLIE (O.S.), JEEP, OLD WOMAN, CHARLIE, WOMAN'S VOICE, BOB (O.S.), KYLE AND AUDREY, JEEP HANSON (LATE TEENS), BURTON, KYLE (V.O.), HOWARD (V.O.), ESTEVEZ (O.S.), SANDRA), PERCY, PERCY (V.O.), HOWARD, HUSBAND), ESTEVEZ, JEEP (O.S.), SANDRA (O.S.), RAGGEDY MAN, YOUNG BOY (O.S.)"
Leprechaun 2.txt,"DETECTIVE, LEPRECHAUN, CODY, WAITER, TOURIST, DAD, BRIDGET, LITTLE PERSON, MORTY, DETECTIVE, DESK SERGEANT, TALENT AGENT, WILLIAM, IAN, HOMELESS MAN, HOUSEWIFE, FRANK, LEPRECHAUN, MAT, WIGGINS, PARTNER, GIRLFRIEND"
Les Miserables.txt,"OCCUPANT, GAVROCHE, COURFEYRAC, FACTORY WOMAN 2, EPONINE, COSETTE, FOREMAN, MAIN FACTORY WOMAN, TOOTH MAN, HEAD WHORE, WHORE 2, WOMAN 2, WHORE 3, WEDDING GUESTS, OFFICER, BRUJON, MONTPARNASSE, EPONINE, CUSTOMER 2, WHORES, TOOTH MAN, THENARDIER, BEGGARS CHORUS, FACTORY WOMAN 8, GAVROCHE, WOMAN 1, ENJOLRAS, VALJEAN, FANTINE, EPONINE, BISHOP, FACTORY WOMAN 7, NURSE, MARIUS, COSETTE, STUDENTS, CROWD, PAWNBROKER, GILLENORMAND, JAVERT, VALJEAN, THENARDIER V/O, FACTORY WOMEN, FOREMAN, CONVICT 2, MARCHERS, CONVICT 4, PIMP, CLACQUESOUS, MABEUF, WOMAN 5, LOVELY LADY 1, ENJOLRAS, MARIUS, COURFEYRAC, CONVICT 3, JOLY, STUDENT, OVERSEER, THENARDIER, MADAME THENARDIER, 24601!, JAVERT'S ASSISTANT, MAJORDOMO, COSETTE, MARIUS, STUDENTS, BAMATABOIS, POLICE, WOMAN 3, INNKEEPER, CONSTABLE, CONVICTS, FACTORY WOMEN, CONVICT 5, JUDGE, SOLDIER, FACTORY WOMAN 3, PROUVAIRE, SAILOR 1, ARMY OFFICER, FANTINE, EPONINE, COMBEFERRE, WOMAN 6, FAUCHELEVENT, MADAME THENARDIER, HAIR CRONE, THENARDIERS, WHORE 1, STUDENTS, BEGGARS CHORUS, BISHOP, FEUILLY, GRANTAIRE, VALJEAN, JAVERT, BEGGAR 2, FACTORY WOMAN 6, WOMAN 4, LESGLES, VALJEAN, FACTORY WOMAN 5, BEGGAR 1"
Les Tontons Flingueurs.txt,"FREDDY, LOUIS, MAITRE FOLACE, JEAN, MONSIEUR FERNAND, FERNAND NAUDIN, BASTIEN, LEO, TH�O, PAUL VOLFONI, ANTOINE DELAFOY, RAOUL VOLFONI, TOMATE, HENRI, AM�D�E DELAFOY, PASCAL, MME MADO, PATRICIA"
Leviathan.txt,"BOWMAN, BECK, BILGE, DOC, JONES, WILLIE, COBB, DEJESUS, MARTIN, CAPTAIN, SIXPACK"
Liar Liar.txt,"FLETCHER, AUDREY, MAX, GRETA, VIRGINIA, DANA, MIRANDA, SECURITY GUARD, FRED, PHILIP, JERRY, FLIGHT ATTENDANT, THEODORE, THOMAS, JANE, MR. ALLAN, BAILIFF, JUDGE STEVENS, MS. BERRY, MELINDA, PAUL, BRYSON, RICHARD, ELLIOT, CAROLYN, KELLY, JEFF, JUDGE SAMIOAN, GEORGE, CRAIG, JILL, FALK, POLICE OFFICER, STEWARDESS, EMMANUEL"
Life As A House.txt,"MAREK, ALYSSA (V.O.), GEORGE (V.O.), BRYAN (CONT'D), RYAN, VOICE, NURSE, ROBIN, ADAM, DALE (O.S.), ALYSSA (O.S.), ALYSSA, SAM (CONT'D), GEORGE (CONT'D), SECRETARY, TOM, BOB, SAM (O.S.), ROBIN (CONT'D), SAM, BARBARA, COLLEEN, JOSH, DAVID, JOSH (CONT'D), COLLEEN (CONT'D), WOMAN (O.S.), BRYAN, JOSH (O.S.), DALE, GEORGE (O.S.) (CONT'D), WOMAN, OFFICER, KURT (O.S.), NUR, KURT (CONT'D), GEORGE, GEORGE (O.S.), PATIENT, FEMALE VOICE (O.S.), LOIS, PETER (CONT'D), STEVEN (CONT'D), PETER (O.S.), COREY, COLLEEN (O.S.), STEVEN, RYAN (CONT'D), PETER, DAVID (CONT'D), FRIEND, ADAM (CONT'D), ADAM (O.S.), ALYSSA (CONT'D), KURT"
Life of David Gale_ The.txt,"BITSEY, DOCTOR, CHASE, DUSTY, ROSS, CLARENCE, GOVERNOR HARDIN, GREER, ZACK, HOST, GUARD, JOURNALIST #1, OLDER COWBOY, BELYEU, OLD WOMAN, BERLIN, STUDENT, NICO, IVY LEAGUER, MARGIE, SHARON, DAVID, BABYSITTER, GROVER, GOTH GIRL, ASSISTANT DIRECTOR, OLDER PROFESSOR, ROBERTS, MAN #3, HOSTESS, YUPPIE MAN, MAN #2, POLICEMAN, CLERK, KRUGER, MATRON, CONSTANCE"
